#,Date,  Temperature  C,  Humidity  %RH,  Wind speed  km/h,  Wind direction  degree,  Dew point  C,  Rainfall  Inch,  Solar radiation  w/m2
1,28-01-2020 15:46,18,56,14,000,009,000.04,0016
2,28-01-2020 15:16,18,55,07,000,009,000.04,0051
3,28-01-2020 14:46,18,56,20,000,010,000.04,0119
4,28-01-2020 14:16,18,57,31,000,010,000.04,0269
5,28-01-2020 13:46,18,58,18,000,010,000.04,0237
6,28-01-2020 13:16,17,65,11,000,010,000.04,0102
7,28-01-2020 12:46,16,69,10,000,010,000.04,0080
8,28-01-2020 12:16,15,71,11,000,010,000.04,0033
9,28-01-2020 11:46,15,72,21,000,010,000.04,0020
10,28-01-2020 11:16,16,69,15,000,010,000.04,0000
11,28-01-2020 10:46,18,60,16,000,010,000.03,0029
12,28-01-2020 10:16,16,70,10,000,011,000.03,0537
13,28-01-2020 09:46,14,77,06,000,010,000.03,0090
14,28-01-2020 09:16,13,80,15,000,010,000.03,0027
15,28-01-2020 08:46,13,81,06,000,010,000.03,0003
16,28-01-2020 08:16,13,80,06,000,010,000.02,0000
17,28-01-2020 07:46,13,79,05,000,010,000.02,0000
18,28-01-2020 07:16,13,78,03,000,009,000.02,0000
19,28-01-2020 06:46,13,75,08,000,009,000.02,0000
20,28-01-2020 06:16,14,71,10,000,009,000.01,0000
21,28-01-2020 05:46,14,73,08,000,009,000.01,0000
22,28-01-2020 05:16,14,71,11,000,009,000.01,0000
23,28-01-2020 04:46,14,71,06,000,009,000.01,0000
24,28-01-2020 04:16,14,73,20,000,009,000.01,0000
25,28-01-2020 03:46,14,75,13,000,010,000.01,0000
26,28-01-2020 03:16,13,77,17,000,010,000.01,0000
27,28-01-2020 02:46,13,76,10,000,009,000.01,0000
28,28-01-2020 02:16,14,73,11,000,009,000.01,0000
29,28-01-2020 01:46,14,78,12,000,010,000.01,0000
30,28-01-2020 01:16,13,80,06,000,010,000.00,0000
31,28-01-2020 00:46,14,80,04,000,011,000.00,0000
32,28-01-2020 00:17,14,80,01,000,011,000.00,0000
33,27-01-2020 23:47,14,80,04,000,011,000.00,0000
34,27-01-2020 23:17,14,80,00,000,011,000.00,0000
35,27-01-2020 22:47,14,79,01,000,011,000.00,0000
36,27-01-2020 22:17,14,78,00,000,010,000.00,0000
37,27-01-2020 21:46,14,79,02,000,011,000.00,0000
38,27-01-2020 21:46,14,79,02,000,011,000.00,0000
39,27-01-2020 21:17,14,81,06,000,011,000.00,0000
40,27-01-2020 20:47,15,81,04,000,012,000.00,0000
41,27-01-2020 20:17,15,81,07,000,012,000.00,0000
42,27-01-2020 19:47,15,80,06,000,012,000.00,0000
43,27-01-2020 19:17,15,80,08,000,012,000.00,0000
44,27-01-2020 18:47,15,79,02,000,012,000.00,0000
45,27-01-2020 18:17,15,78,02,000,011,000.00,0000
46,27-01-2020 17:47,15,78,05,000,011,000.00,0000
47,27-01-2020 17:17,15,78,02,000,012,000.00,0000
48,27-01-2020 16:47,16,75,08,000,012,000.00,0000
49,27-01-2020 16:17,17,67,05,000,011,000.00,0008
50,27-01-2020 15:47,18,60,01,000,010,000.00,0017
51,27-01-2020 15:17,18,57,02,000,010,000.00,0072
52,27-01-2020 14:47,18,56,04,000,009,000.00,0077
53,27-01-2020 14:17,18,58,06,000,010,000.00,0079
54,27-01-2020 13:47,18,62,09,000,010,000.00,0136
55,27-01-2020 13:17,18,64,03,000,011,000.00,0145
56,27-01-2020 12:47,17,65,04,000,010,000.00,0137
57,27-01-2020 12:17,17,59,06,000,009,000.00,0111
58,27-01-2020 11:47,18,58,04,000,010,000.00,0218
59,27-01-2020 11:17,16,68,02,000,010,000.00,0116
60,27-01-2020 10:47,15,70,03,000,010,000.00,0136
61,27-01-2020 10:17,14,74,02,000,009,000.00,0111
62,27-01-2020 09:47,13,77,06,000,009,000.00,0176
63,27-01-2020 09:17,12,79,03,000,009,000.00,0112
64,27-01-2020 08:47,11,80,06,000,008,000.00,0043
65,27-01-2020 08:17,11,79,01,000,007,000.00,0018
66,27-01-2020 07:47,11,81,00,000,008,000.00,0000
67,27-01-2020 07:17,10,81,00,000,007,000.00,0000
68,27-01-2020 06:47,10,80,00,000,007,000.00,0000
69,27-01-2020 06:17,10,80,01,000,007,000.00,0000
70,27-01-2020 05:47,10,79,08,000,006,000.00,0000
71,27-01-2020 05:17,10,78,00,000,007,000.00,0000
72,27-01-2020 04:47,10,77,11,000,007,000.00,0000
73,27-01-2020 04:17,10,77,04,000,006,000.00,0000
74,27-01-2020 03:47,11,77,03,000,007,000.00,0000
75,27-01-2020 03:17,11,76,01,000,007,000.00,0000
76,27-01-2020 02:47,11,75,04,000,007,000.00,0000
77,27-01-2020 02:17,11,76,00,000,007,000.00,0000
78,27-01-2020 01:47,11,75,00,000,007,000.00,0000
79,27-01-2020 01:17,12,74,00,000,008,000.00,0000
80,27-01-2020 00:47,12,74,01,000,008,000.00,0000
81,27-01-2020 00:17,12,74,01,000,008,000.00,0000
82,26-01-2020 23:47,12,73,00,000,008,000.00,0000
83,26-01-2020 23:17,13,73,09,000,008,000.00,0000
84,26-01-2020 22:47,13,71,03,000,008,000.00,0000
85,26-01-2020 22:17,14,70,01,000,009,000.00,0000
86,26-01-2020 21:47,14,70,01,000,009,000.00,0000
87,26-01-2020 21:46,14,70,00,000,009,000.00,0000
88,26-01-2020 21:46,14,70,02,000,009,000.00,0000
89,26-01-2020 21:17,15,69,04,000,009,000.00,0000
90,26-01-2020 20:47,15,67,04,000,009,000.00,0000
91,26-01-2020 20:17,15,65,08,000,009,000.00,0000
92,26-01-2020 19:47,16,63,04,000,009,000.00,0000
93,26-01-2020 19:17,16,59,03,000,008,000.00,0000
94,26-01-2020 18:47,17,58,07,000,009,000.00,0000
95,26-01-2020 18:17,18,56,10,000,009,000.00,0000
96,26-01-2020 17:47,18,53,06,000,009,000.00,0000
97,26-01-2020 17:17,19,50,13,000,009,000.00,0010
98,26-01-2020 16:47,20,48,06,000,009,000.00,0125
99,26-01-2020 16:17,20,50,11,000,010,000.00,0216
100,26-01-2020 15:47,20,50,14,000,010,000.00,0230
101,26-01-2020 15:17,20,49,22,000,009,000.00,0328
102,26-01-2020 14:47,20,50,14,000,010,000.00,0373
103,26-01-2020 14:17,20,52,12,000,010,000.00,0437
104,26-01-2020 13:47,20,51,08,000,010,000.00,0523
105,26-01-2020 13:17,20,54,04,000,010,000.00,0559
106,26-01-2020 12:47,19,57,06,000,010,000.00,0587
107,26-01-2020 12:17,18,56,18,000,009,000.00,0650
108,26-01-2020 11:47,17,60,04,000,009,000.00,0611
109,26-01-2020 11:17,17,66,06,000,010,000.00,0609
110,26-01-2020 10:47,15,70,11,000,010,000.00,0470
111,26-01-2020 10:17,14,80,06,000,010,000.00,0399
112,26-01-2020 09:47,12,82,05,000,009,000.00,0274
113,26-01-2020 09:17,11,80,05,000,008,000.00,0113
114,26-01-2020 08:47,11,81,02,000,008,000.00,0119
115,26-01-2020 08:17,10,81,02,000,007,000.00,0049
116,26-01-2020 07:47,10,81,06,000,007,000.00,0002
117,26-01-2020 07:17,10,81,01,000,007,000.00,0000
118,26-01-2020 06:47,10,81,01,000,007,000.00,0000
119,26-01-2020 06:17,10,81,01,000,007,000.00,0000
120,26-01-2020 05:47,11,81,01,000,008,000.00,0000
121,26-01-2020 05:17,11,81,01,000,008,000.00,0000
122,26-01-2020 04:47,11,82,01,000,008,000.00,0000
123,26-01-2020 04:17,11,82,01,000,008,000.00,0000
124,26-01-2020 03:47,11,82,01,000,008,000.00,0000
125,26-01-2020 03:17,11,82,01,000,008,000.00,0000
126,26-01-2020 02:47,11,82,01,000,008,000.00,0000
127,26-01-2020 02:17,12,82,01,000,009,000.00,0000
128,26-01-2020 01:47,12,82,01,000,009,000.00,0000
129,26-01-2020 01:17,12,82,01,000,009,000.00,0000
130,26-01-2020 00:47,12,81,01,000,009,000.00,0000
131,26-01-2020 00:17,12,81,00,000,009,000.00,0000
132,25-01-2020 23:47,13,80,01,000,009,000.00,0000
133,25-01-2020 23:17,13,80,01,000,009,000.00,0000
134,25-01-2020 22:47,13,79,01,000,010,000.00,0000
135,25-01-2020 22:17,13,79,03,000,010,000.00,0000
136,25-01-2020 21:47,13,78,08,000,009,000.00,0000
137,25-01-2020 21:46,13,78,05,000,009,000.00,0000
138,25-01-2020 21:17,13,78,02,000,010,000.01,0000
139,25-01-2020 20:47,13,77,01,000,010,000.01,0000
140,25-01-2020 20:17,14,76,04,000,010,000.01,0000
141,25-01-2020 19:47,14,76,02,000,010,000.01,0000
142,25-01-2020 19:17,14,75,01,000,010,000.01,0000
143,25-01-2020 18:47,14,74,03,000,010,000.01,0000
144,25-01-2020 18:17,14,73,01,000,010,000.01,0000
145,25-01-2020 17:47,15,71,06,000,010,000.01,0000
146,25-01-2020 17:17,15,70,01,000,010,000.01,0000
147,25-01-2020 16:47,16,67,08,000,010,000.01,0074
148,25-01-2020 16:17,17,65,04,000,010,000.01,0135
149,25-01-2020 15:47,17,64,08,000,010,000.01,0178
150,25-01-2020 15:17,17,64,02,000,010,000.01,0286
151,25-01-2020 14:47,16,66,08,000,009,000.01,0113
152,25-01-2020 14:17,16,68,10,000,010,000.01,0364
153,25-01-2020 13:47,15,69,12,000,009,000.01,0497
154,25-01-2020 13:17,14,71,13,000,009,000.01,0529
155,25-01-2020 12:47,14,74,15,000,009,000.00,0520
156,25-01-2020 12:17,13,76,12,000,009,000.00,0246
157,25-01-2020 11:47,12,80,08,000,009,000.00,0186
158,25-01-2020 11:17,11,81,12,000,008,000.00,0161
159,25-01-2020 10:47,10,78,15,000,006,000.00,0074
160,25-01-2020 10:17,11,76,15,000,007,000.00,0106
161,25-01-2020 09:47,11,76,10,000,007,000.00,0127
162,25-01-2020 09:17,11,78,14,000,007,000.00,0224
163,25-01-2020 08:47,10,78,04,000,006,000.00,0106
164,25-01-2020 08:17,10,78,10,000,006,000.00,0011
165,25-01-2020 07:47,10,78,01,000,006,000.00,0002
166,25-01-2020 07:17,10,78,00,000,006,000.00,0000
167,25-01-2020 06:47,09,77,00,000,006,000.00,0000
168,25-01-2020 06:17,09,77,01,000,006,000.00,0000
169,25-01-2020 05:47,09,77,01,000,006,000.00,0000
170,25-01-2020 05:17,09,75,00,000,005,000.00,0000
171,25-01-2020 04:47,10,74,01,000,006,000.00,0000
172,25-01-2020 04:17,11,73,01,000,006,000.00,0000
173,25-01-2020 03:47,11,72,04,000,006,000.00,0000
174,25-01-2020 03:17,11,70,01,000,005,000.00,0000
175,25-01-2020 02:47,11,72,02,000,006,000.00,0000
176,25-01-2020 02:17,11,73,01,000,006,000.00,0000
177,25-01-2020 01:47,11,72,01,000,006,000.00,0000
178,25-01-2020 01:17,11,72,01,000,006,000.00,0000
179,25-01-2020 00:47,12,71,00,000,007,000.00,0000
180,25-01-2020 00:17,12,70,00,000,007,000.00,0000
181,24-01-2020 23:47,12,69,02,000,007,000.00,0000
182,24-01-2020 23:17,12,69,05,000,007,000.00,0000
183,24-01-2020 22:47,13,69,05,000,007,000.00,0000
184,24-01-2020 22:17,13,68,01,000,007,000.00,0000
185,24-01-2020 21:47,13,67,00,000,007,000.00,0000
186,24-01-2020 21:46,13,67,00,000,007,000.00,0000
187,24-01-2020 21:33,13,67,04,000,007,000.12,0000
188,24-01-2020 21:03,14,65,02,000,008,000.12,0000
189,24-01-2020 20:33,14,64,07,000,008,000.12,0000
190,24-01-2020 20:03,15,63,06,000,008,000.12,0000
191,24-01-2020 19:33,15,62,06,000,008,000.12,0000
192,24-01-2020 19:03,16,59,10,000,008,000.12,0000
193,24-01-2020 18:33,16,57,17,000,008,000.12,0000
194,24-01-2020 18:03,17,54,17,000,008,000.12,0000
195,24-01-2020 17:34,18,52,14,000,008,000.00,0000
196,24-01-2020 17:20,18,52,15,000,008,000.00,0000
197,24-01-2020 16:50,19,51,12,000,009,000.00,0106
198,24-01-2020 16:20,19,47,06,000,008,000.00,0164
199,24-01-2020 15:50,20,42,10,000,007,000.00,0208
200,24-01-2020 15:20,20,42,22,000,007,000.00,0368
201,24-01-2020 14:50,20,45,15,000,008,000.00,0447
202,24-01-2020 14:20,20,46,06,000,008,000.00,0503
203,24-01-2020 13:50,20,45,11,000,008,000.00,0588
204,24-01-2020 13:20,19,43,08,000,007,000.00,0638
205,24-01-2020 12:51,19,42,13,000,006,000.00,0644
206,24-01-2020 12:21,18,46,25,000,006,000.00,0586
207,24-01-2020 12:12,17,47,20,000,006,000.00,0653
208,24-01-2020 12:08,17,47,24,000,006,000.00,0683
209,24-01-2020 11:47,18,45,08,000,006,000.00,0593
210,24-01-2020 11:17,18,43,10,000,005,000.00,0619
211,24-01-2020 10:47,17,47,15,000,005,000.00,0570
212,24-01-2020 10:17,15,52,12,000,006,000.00,0550
213,24-01-2020 09:48,14,55,15,000,006,000.00,0436
214,24-01-2020 09:18,14,58,12,000,005,000.00,0362
215,24-01-2020 08:48,13,58,04,000,005,000.00,0270
216,24-01-2020 08:18,12,61,10,000,005,000.00,0164
217,24-01-2020 07:48,12,61,13,000,004,000.00,0069
218,24-01-2020 07:18,12,61,12,000,005,000.00,0000
219,24-01-2020 06:48,12,62,20,000,005,000.00,0000
220,24-01-2020 06:18,12,62,06,000,005,000.00,0000
221,24-01-2020 05:48,12,63,11,000,005,000.00,0000
222,24-01-2020 05:18,12,63,21,000,005,000.00,0000
223,24-01-2020 04:48,12,65,16,000,005,000.00,0000
224,24-01-2020 04:18,11,67,20,000,005,000.00,0000
225,24-01-2020 03:48,11,68,12,000,005,000.00,0000
226,24-01-2020 03:18,11,66,12,000,005,000.00,0000
227,24-01-2020 02:48,11,67,17,000,005,000.00,0000
228,24-01-2020 02:18,11,68,16,000,005,000.00,0000
229,24-01-2020 01:48,11,68,08,000,005,000.00,0000
230,24-01-2020 01:18,11,68,14,000,005,000.00,0000
231,24-01-2020 00:48,11,67,15,000,005,000.00,0000
232,24-01-2020 00:18,11,66,11,000,005,000.00,0000
233,23-01-2020 23:48,11,67,06,000,005,000.00,0000
234,23-01-2020 23:18,12,66,05,000,005,000.00,0000
235,23-01-2020 22:48,12,64,09,000,006,000.00,0000
236,23-01-2020 22:18,12,63,10,000,005,000.00,0000
237,23-01-2020 21:48,12,62,13,000,005,000.00,0000
238,23-01-2020 21:47,12,63,09,000,005,000.00,0000
239,23-01-2020 21:47,12,62,12,000,005,000.00,0000
240,23-01-2020 21:17,12,62,11,000,005,000.00,0000
241,23-01-2020 20:47,13,61,06,000,005,000.00,0000
242,23-01-2020 20:17,13,59,08,000,005,000.00,0000
243,23-01-2020 19:47,14,56,07,000,005,000.00,0000
244,23-01-2020 19:17,14,55,03,000,005,000.00,0000
245,23-01-2020 18:47,15,55,12,000,006,000.00,0000
246,23-01-2020 18:17,15,52,12,000,005,000.00,0000
247,23-01-2020 17:47,16,49,14,000,005,000.00,0000
248,23-01-2020 17:17,17,48,15,000,006,000.00,0002
249,23-01-2020 16:47,18,45,12,000,005,000.00,0131
250,23-01-2020 16:17,18,42,18,000,005,000.00,0245
251,23-01-2020 15:47,19,41,15,000,005,000.00,0299
252,23-01-2020 15:17,19,40,09,000,005,000.00,0388
253,23-01-2020 14:47,18,39,13,000,004,000.00,0489
254,23-01-2020 14:17,18,40,17,000,004,000.00,0534
255,23-01-2020 13:47,18,43,30,000,005,000.00,0611
256,23-01-2020 13:17,17,44,19,000,005,000.00,0659
257,23-01-2020 12:47,17,45,22,000,005,000.00,0654
258,23-01-2020 12:17,17,45,10,000,005,000.00,0655
259,23-01-2020 11:47,16,47,21,000,005,000.00,0637
260,23-01-2020 11:17,15,47,24,000,004,000.00,0556
261,23-01-2020 10:47,15,47,15,000,004,000.00,0503
262,23-01-2020 10:17,14,45,07,000,003,000.00,0501
263,23-01-2020 09:47,14,44,14,000,002,000.00,0484
264,23-01-2020 09:17,14,44,12,000,002,000.00,0309
265,23-01-2020 08:47,13,50,11,000,003,000.00,0266
266,23-01-2020 08:17,12,54,12,000,003,000.00,0175
267,23-01-2020 07:47,11,58,08,000,003,000.00,0069
268,23-01-2020 07:17,11,58,10,000,003,000.00,0000
269,23-01-2020 06:47,11,57,10,000,003,000.00,0000
270,23-01-2020 06:17,11,60,06,000,004,000.00,0000
271,23-01-2020 05:47,11,63,10,000,004,000.00,0000
272,23-01-2020 05:17,11,66,05,000,005,000.00,0000
273,23-01-2020 04:47,11,68,03,000,005,000.00,0000
274,23-01-2020 04:17,11,70,10,000,005,000.00,0000
275,23-01-2020 03:47,11,71,13,000,006,000.00,0000
276,23-01-2020 03:17,11,72,06,000,006,000.00,0000
277,23-01-2020 02:47,11,71,10,000,006,000.00,0000
278,23-01-2020 02:17,12,70,07,000,006,000.00,0000
279,23-01-2020 01:47,12,69,16,000,006,000.00,0000
280,23-01-2020 01:17,12,69,13,000,007,000.00,0000
281,23-01-2020 00:47,12,69,10,000,007,000.00,0000
282,23-01-2020 00:17,12,69,14,000,007,000.00,0000
283,22-01-2020 23:47,12,69,10,000,007,000.00,0000
284,22-01-2020 23:17,12,70,09,000,007,000.00,0000
285,22-01-2020 22:47,13,69,11,000,007,000.00,0000
286,22-01-2020 22:17,13,67,14,000,007,000.00,0000
287,22-01-2020 21:47,14,65,08,000,007,000.00,0000
288,22-01-2020 21:47,14,65,08,000,007,000.00,0000
289,22-01-2020 21:23,14,63,07,000,008,000.00,0000
290,22-01-2020 20:53,15,62,14,000,008,000.00,0000
291,22-01-2020 20:23,15,61,10,000,008,000.00,0000
292,22-01-2020 19:53,16,59,06,000,008,000.00,0000
293,22-01-2020 19:23,16,58,10,000,008,000.00,0000
294,22-01-2020 18:53,16,57,09,000,008,000.00,0000
295,22-01-2020 18:23,17,55,10,000,008,000.00,0000
296,22-01-2020 17:53,18,52,18,000,008,000.00,0000
297,22-01-2020 17:23,18,51,10,000,008,000.00,0000
298,22-01-2020 16:53,20,48,16,000,008,000.00,0116
299,22-01-2020 16:23,20,50,08,000,010,000.00,0200
300,22-01-2020 15:53,21,47,06,000,009,000.00,0283
301,22-01-2020 15:23,21,46,04,000,009,000.00,0359
302,22-01-2020 14:53,21,45,05,000,009,000.00,0374
303,22-01-2020 14:23,21,47,08,000,009,000.00,0445
304,22-01-2020 13:53,21,47,13,000,009,000.00,0564
305,22-01-2020 13:23,21,47,08,000,009,000.00,0609
306,22-01-2020 12:53,20,49,10,000,009,000.00,0632
307,22-01-2020 12:23,20,48,02,000,009,000.00,0631
308,22-01-2020 11:53,19,49,10,000,009,000.00,0623
309,22-01-2020 11:23,18,52,03,000,008,000.00,0590
310,22-01-2020 10:53,17,57,02,000,008,000.00,0564
311,22-01-2020 10:23,16,59,07,000,008,000.00,0512
312,22-01-2020 09:53,15,63,02,000,008,000.00,0436
313,22-01-2020 09:23,14,67,03,000,008,000.00,0293
314,22-01-2020 08:53,13,68,04,000,007,000.00,0223
315,22-01-2020 08:23,12,71,00,000,007,000.00,0154
316,22-01-2020 07:53,11,74,00,000,006,000.00,0073
317,22-01-2020 07:23,10,74,00,000,006,000.00,0000
318,22-01-2020 06:53,10,74,05,000,006,000.00,0000
319,22-01-2020 06:23,10,75,03,000,006,000.00,0000
320,22-01-2020 05:53,10,74,01,000,006,000.00,0000
321,22-01-2020 05:23,11,73,00,000,006,000.00,0000
322,22-01-2020 04:53,11,71,03,000,006,000.00,0000
323,22-01-2020 04:23,11,71,00,000,006,000.00,0000
324,22-01-2020 03:53,11,71,03,000,006,000.00,0000
325,22-01-2020 03:23,11,72,04,000,007,000.00,0000
326,22-01-2020 02:53,11,74,04,000,007,000.00,0000
327,22-01-2020 02:23,11,75,04,000,007,000.00,0000
328,22-01-2020 01:53,11,75,02,000,007,000.00,0000
329,22-01-2020 01:23,11,76,00,000,007,000.00,0000
330,22-01-2020 00:53,12,76,00,000,008,000.00,0000
331,22-01-2020 00:23,12,76,02,000,008,000.00,0000
332,21-01-2020 23:53,12,76,00,000,008,000.00,0000
333,21-01-2020 23:23,12,76,00,000,008,000.00,0000
334,21-01-2020 22:53,13,75,00,000,008,000.00,0000
335,21-01-2020 22:23,13,74,01,000,008,000.00,0000
336,21-01-2020 21:53,13,01,02,000,000,000.00,0000
337,21-01-2020 21:13,14,73,01,000,009,000.00,0000
338,21-01-2020 20:43,14,73,06,000,009,000.00,0000
339,21-01-2020 20:13,14,72,00,000,010,000.00,0000
340,21-01-2020 19:43,15,71,00,000,010,000.00,0000
341,21-01-2020 19:13,16,68,01,000,010,000.00,0000
342,21-01-2020 18:43,16,65,01,000,010,000.00,0000
343,21-01-2020 18:13,17,62,01,000,010,000.00,0000
344,21-01-2020 17:43,18,59,01,000,010,000.00,0000
345,21-01-2020 17:13,18,57,02,000,010,000.00,0004
346,21-01-2020 16:44,19,55,02,000,010,000.00,0100
347,21-01-2020 16:18,19,55,01,000,010,000.00,0131
348,21-01-2020 15:48,19,53,04,000,010,000.00,0110
349,21-01-2020 15:18,20,52,08,000,010,000.00,0111
350,21-01-2020 14:48,21,50,06,000,010,000.00,0507
351,21-01-2020 14:18,21,49,01,000,010,000.00,0218
352,21-01-2020 13:48,20,52,00,000,010,000.00,0578
353,21-01-2020 13:18,20,51,03,000,010,000.00,0583
354,21-01-2020 12:48,19,54,01,000,009,000.00,0184
355,21-01-2020 12:18,17,57,01,000,009,000.00,0115
356,21-01-2020 11:48,17,62,02,000,009,000.00,0133
357,21-01-2020 11:18,16,63,02,000,009,000.00,0067
358,21-01-2020 10:48,15,70,03,000,010,000.00,0174
359,21-01-2020 10:18,15,77,03,000,011,000.00,0091
360,21-01-2020 09:48,14,82,00,000,011,000.00,0292
361,21-01-2020 09:18,12,84,04,000,010,000.00,0077
362,21-01-2020 08:48,12,84,00,000,009,000.00,0054
363,21-01-2020 08:18,12,84,01,000,009,000.00,0074
364,21-01-2020 07:48,12,83,00,000,009,000.00,0000
365,21-01-2020 07:18,12,83,00,000,009,000.00,0000
366,21-01-2020 06:48,12,83,00,000,009,000.00,0000
367,21-01-2020 06:18,12,83,00,000,009,000.00,0000
368,21-01-2020 05:48,12,83,00,000,010,000.00,0000
369,21-01-2020 05:18,12,83,00,000,010,000.00,0000
370,21-01-2020 04:48,13,83,00,000,010,000.00,0000
371,21-01-2020 04:18,13,83,00,000,010,000.00,0000
372,21-01-2020 03:48,13,83,00,000,010,000.00,0000
373,21-01-2020 03:18,13,82,02,000,010,000.00,0000
374,21-01-2020 02:48,13,81,06,000,010,000.00,0000
375,21-01-2020 02:18,13,80,04,000,010,000.00,0000
376,21-01-2020 01:48,13,78,08,000,009,000.00,0000
377,21-01-2020 01:18,13,78,00,000,010,000.00,0000
378,21-01-2020 00:48,13,79,00,000,010,000.00,0000
379,21-01-2020 00:18,13,79,02,000,010,000.00,0000
380,20-01-2020 23:48,13,78,08,000,010,000.00,0000
381,20-01-2020 23:18,14,78,06,000,010,000.00,0000
382,20-01-2020 22:48,14,77,02,000,010,000.00,0000
383,20-01-2020 22:18,14,77,00,000,010,000.00,0000
384,20-01-2020 21:48,14,76,00,000,010,000.00,0000
385,20-01-2020 21:48,14,76,00,000,010,000.00,0000
386,20-01-2020 21:47,14,76,00,000,010,000.00,0000
387,20-01-2020 21:19,14,75,02,000,010,000.00,0000
388,20-01-2020 20:49,14,75,02,000,010,000.00,0000
389,20-01-2020 20:19,14,75,00,000,010,000.00,0000
390,20-01-2020 19:49,14,74,04,000,010,000.00,0000
391,20-01-2020 19:19,14,72,06,000,010,000.00,0000
392,20-01-2020 18:49,15,72,02,000,010,000.00,0000
393,20-01-2020 18:19,15,71,00,000,010,000.00,0000
394,20-01-2020 17:49,15,70,02,000,010,000.00,0000
395,20-01-2020 17:19,15,69,00,000,010,000.00,0000
396,20-01-2020 16:49,16,68,01,000,010,000.00,0000
397,20-01-2020 16:19,16,67,02,000,010,000.00,0015
398,20-01-2020 15:49,16,65,04,000,010,000.00,0112
399,20-01-2020 15:19,16,65,02,000,010,000.00,0211
400,20-01-2020 14:49,16,68,06,000,010,000.00,0230
401,20-01-2020 14:19,16,68,04,000,010,000.00,0368
402,20-01-2020 13:49,15,70,09,000,010,000.00,0307
403,20-01-2020 13:19,14,75,00,000,009,000.00,0200
404,20-01-2020 12:49,13,74,06,000,009,000.00,0079
405,20-01-2020 12:19,14,71,06,000,009,000.00,0121
406,20-01-2020 11:49,14,75,02,000,009,000.00,0283
407,20-01-2020 11:19,12,84,14,000,010,000.00,0540
408,20-01-2020 10:49,10,86,00,000,008,000.00,0095
409,20-01-2020 10:19,10,86,09,000,008,000.00,0026
410,20-01-2020 09:49,10,86,00,000,008,000.00,0024
411,20-01-2020 09:19,10,86,00,000,008,000.00,0039
412,20-01-2020 08:49,10,86,00,000,008,000.00,0015
413,20-01-2020 08:19,09,86,00,000,007,000.00,0009
414,20-01-2020 07:49,09,86,00,000,007,000.00,0000
415,20-01-2020 07:19,09,86,00,000,007,000.00,0000
416,20-01-2020 06:49,09,86,00,000,007,000.00,0000
417,20-01-2020 06:19,09,85,00,000,007,000.00,0000
418,20-01-2020 05:49,09,85,00,000,007,000.00,0000
419,20-01-2020 05:19,09,84,00,000,007,000.00,0000
420,20-01-2020 04:49,09,84,00,000,006,000.00,0000
421,20-01-2020 04:19,09,83,00,000,007,000.00,0000
422,20-01-2020 03:49,10,83,00,000,007,000.00,0000
423,20-01-2020 03:19,10,83,00,000,007,000.00,0000
424,20-01-2020 02:49,10,82,00,000,007,000.00,0000
425,20-01-2020 02:19,11,82,06,000,008,000.00,0000
426,20-01-2020 01:49,11,81,00,000,008,000.00,0000
427,20-01-2020 01:19,11,80,00,000,008,000.00,0000
428,20-01-2020 00:49,11,80,00,000,008,000.00,0000
429,20-01-2020 00:19,12,79,04,000,008,000.00,0000
430,19-01-2020 23:49,12,78,02,000,008,000.00,0000
431,19-01-2020 23:19,12,77,00,000,008,000.00,0000
432,19-01-2020 22:49,12,77,07,000,009,000.00,0000
433,19-01-2020 22:19,13,76,05,000,009,000.00,0000
434,19-01-2020 21:48,13,74,02,000,009,000.00,0000
435,19-01-2020 21:48,13,74,03,000,009,000.00,0000
436,19-01-2020 21:19,13,73,02,000,009,000.00,0000
437,19-01-2020 20:49,14,72,04,000,009,000.00,0000
438,19-01-2020 20:19,14,72,06,000,009,000.00,0000
439,19-01-2020 19:49,14,73,03,000,010,000.00,0000
440,19-01-2020 19:19,15,72,00,000,010,000.00,0000
441,19-01-2020 18:49,15,70,00,000,010,000.00,0000
442,19-01-2020 18:19,16,68,00,000,010,000.00,0000
443,19-01-2020 17:49,16,66,02,000,010,000.00,0000
444,19-01-2020 17:19,17,64,05,000,010,000.00,0015
445,19-01-2020 16:49,17,62,05,000,010,000.00,0064
446,19-01-2020 16:19,18,61,03,000,010,000.00,0161
447,19-01-2020 15:49,18,61,04,000,010,000.00,0274
448,19-01-2020 15:19,17,62,07,000,010,000.00,0316
449,19-01-2020 14:49,17,63,18,000,010,000.00,0405
450,19-01-2020 14:19,17,62,13,000,010,000.00,0496
451,19-01-2020 13:49,17,63,12,000,010,000.00,0495
452,19-01-2020 13:19,16,66,05,000,010,000.00,0594
453,19-01-2020 12:49,16,68,08,000,010,000.00,0573
454,19-01-2020 12:19,15,70,04,000,009,000.00,0616
455,19-01-2020 11:49,13,76,08,000,009,000.00,0557
456,19-01-2020 11:19,12,84,12,000,009,000.00,0584
457,19-01-2020 10:49,10,85,08,000,008,000.00,0191
458,19-01-2020 10:19,10,86,03,000,007,000.00,0230
459,19-01-2020 09:49,09,86,04,000,007,000.00,0073
460,19-01-2020 09:19,10,87,07,000,007,000.00,0080
461,19-01-2020 08:49,10,86,00,000,008,000.00,0174
462,19-01-2020 08:19,09,87,00,000,007,000.00,0109
463,19-01-2020 07:49,09,87,00,000,007,000.00,0012
464,19-01-2020 07:19,09,87,01,000,007,000.00,0000
